@relation training_data_20190313_including_non_bisulfite

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {Swift,6N_PBAT,6N_sc,9N_sc,WGBS,RRBS,scNOME,UMI_RRBS,9N_PBAT,Amplicon,NOMEseq,Truseq,RNA,ChIP,ATAC,WGS}

@data
23,25,12,39,22,25,36,15,23,28,28,20,15,35,34,14,37,17,17,27,14,40,18,26,29,22,32,15,21,19,20,38,24,23,30,21,25,23,26,24,25,23,26,24,RNA
22,25,12,40,21,25,36,16,22,28,29,19,15,35,34,14,37,17,17,27,14,41,18,26,28,23,31,16,20,20,20,38,25,23,29,21,24,23,26,25,24,24,26,24,RNA
15,22,11,50,18,24,39,17,24,27,29,18,15,34,35,13,36,17,18,27,14,39,18,26,28,22,32,16,21,20,21,37,24,23,30,21,25,23,26,24,25,24,25,24,RNA
17,25,15,41,18,27,37,16,21,29,31,17,15,36,35,13,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,38,24,22,30,21,24,23,26,24,24,24,26,24,RNA
16,32,11,39,18,26,36,19,21,28,31,18,15,37,34,13,37,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,21,25,23,25,25,25,24,25,24,RNA
14,22,11,51,19,26,36,17,21,28,29,20,14,34,37,13,36,17,18,27,14,39,18,26,28,23,32,16,21,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
16,25,15,41,16,25,42,15,21,28,30,19,14,35,37,12,35,18,17,27,14,41,18,26,28,23,32,15,20,20,20,38,24,23,30,22,24,24,25,25,25,24,25,24,RNA
28,24,11,35,19,27,36,16,22,28,31,17,15,34,36,13,37,17,18,27,13,41,18,26,28,22,33,15,21,20,21,37,24,23,30,21,24,23,26,24,25,24,26,23,RNA
40,21,9,28,31,24,30,14,26,25,28,19,16,32,34,15,38,16,18,26,14,41,18,25,30,21,33,14,21,19,21,38,25,22,31,20,25,23,26,24,25,23,26,23,RNA
17,25,14,42,17,25,41,15,21,29,30,18,14,35,36,12,37,17,17,27,14,40,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
22,25,11,40,22,24,36,16,23,27,29,19,15,34,35,14,37,17,18,27,14,41,18,26,29,22,33,15,21,19,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
9,38,6,45,13,23,40,23,16,34,25,23,25,24,23,26,20,26,31,21,20,25,33,20,32,19,25,22,23,26,21,27,21,26,27,25,24,24,26,24,23,25,26,24,RNA
17,29,11,41,18,25,40,16,22,30,29,17,14,35,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,23,31,21,25,23,26,24,25,24,26,24,RNA
17,24,15,41,20,24,38,16,22,27,31,18,15,35,36,12,37,17,18,26,14,40,18,26,28,22,32,15,21,20,21,37,24,22,31,21,25,23,27,24,25,23,27,23,RNA
18,24,14,41,19,22,42,15,23,27,31,17,15,32,39,11,37,16,19,25,14,39,19,26,29,21,34,14,22,19,22,36,26,21,31,20,25,22,28,23,25,23,28,22,RNA
17,28,11,41,18,24,40,15,22,30,29,17,15,34,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
9,44,7,38,12,23,36,27,17,33,23,25,25,23,20,30,18,26,29,24,18,23,32,25,31,19,22,26,22,27,19,30,19,26,25,28,23,24,23,27,24,24,22,27,RNA
17,25,15,41,18,26,38,16,21,28,32,17,15,36,36,12,37,17,18,26,14,40,18,26,28,22,32,15,20,20,20,37,25,22,30,21,24,23,27,24,24,23,27,24,RNA
28,24,11,35,19,28,35,16,22,29,30,17,15,35,35,14,36,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,24,26,25,24,24,26,24,RNA
17,31,11,39,17,25,41,15,23,29,29,17,15,34,37,12,36,17,18,26,14,40,18,26,28,22,33,15,20,19,21,37,24,22,31,21,25,24,25,24,25,24,25,24,RNA
16,30,11,40,17,25,40,15,23,28,29,18,16,35,35,12,36,18,18,27,14,41,18,26,28,23,32,15,20,20,21,37,24,23,30,21,24,24,26,24,25,24,26,24,RNA
15,21,11,50,18,23,40,17,23,28,29,18,16,34,36,13,37,16,18,27,15,39,18,26,28,21,32,16,21,19,21,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
17,25,14,42,18,24,41,16,21,29,30,18,14,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
17,25,15,41,18,27,38,16,21,29,31,17,14,36,35,12,37,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,24,25,24,26,24,RNA
24,25,11,38,22,25,35,16,23,27,29,19,15,35,34,14,37,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
11,32,7,48,14,24,36,25,18,31,26,23,26,23,23,25,20,27,29,22,19,26,32,21,31,20,24,23,22,28,21,28,20,27,26,25,23,24,26,25,23,25,26,25,RNA
28,24,11,35,19,27,36,16,22,28,30,18,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,37,24,22,31,21,25,23,26,25,25,23,26,24,RNA
17,25,15,41,18,26,38,16,21,28,31,17,15,36,35,12,36,17,18,26,13,41,18,26,28,22,33,15,20,20,21,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,24,16,41,18,26,38,16,21,29,29,20,15,36,34,13,37,17,17,27,14,41,18,26,28,22,32,16,20,20,20,38,24,23,29,21,24,23,26,25,24,24,25,24,RNA
16,21,11,49,19,22,41,16,25,25,30,17,16,33,37,12,37,16,19,26,15,38,19,27,29,21,33,16,22,19,22,36,25,22,31,20,26,22,27,23,26,22,27,23,RNA
18,28,11,41,18,25,40,15,22,30,29,18,15,35,37,12,37,17,18,26,14,40,18,26,28,22,33,15,20,20,21,37,24,23,31,21,25,23,26,24,25,24,26,24,RNA
15,22,18,43,17,24,40,17,19,28,34,17,15,38,33,12,43,17,15,23,10,43,16,29,30,23,28,17,18,23,20,37,25,20,31,22,28,19,27,23,23,24,26,25,RNA
16,32,11,39,18,26,36,19,22,28,30,18,15,36,34,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,24,26,24,25,24,26,24,RNA
15,22,11,50,18,23,39,17,23,28,29,18,16,34,36,13,37,17,18,27,14,39,19,26,28,22,32,16,21,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
22,25,11,40,22,25,36,16,23,27,29,19,15,34,35,14,37,17,18,27,14,40,18,26,28,22,33,15,21,19,21,38,24,22,31,21,24,24,26,24,25,24,25,24,RNA
16,21,11,50,19,25,38,16,23,26,29,19,15,32,38,12,37,17,19,26,14,39,19,26,29,21,33,15,21,19,22,36,25,21,31,20,25,22,28,23,26,22,27,23,RNA
17,30,12,39,18,29,36,15,21,29,31,17,16,35,35,13,37,17,17,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,25,24,25,24,25,24,25,24,RNA
22,25,11,39,22,25,36,15,24,27,29,19,15,34,35,14,37,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
13,30,7,49,16,20,35,27,22,26,26,23,29,20,24,24,21,26,31,20,20,23,34,21,32,18,24,23,23,25,21,28,20,25,26,26,24,22,27,24,24,24,27,23,RNA
17,25,15,41,19,25,38,16,21,28,31,18,14,36,35,12,36,17,18,27,14,41,18,26,28,22,33,15,21,20,20,38,24,23,30,21,25,23,26,24,25,24,26,24,RNA
17,25,15,41,18,26,38,16,21,29,29,19,15,35,35,13,37,17,17,27,13,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,25,24,26,24,25,23,26,24,RNA
18,30,11,39,16,28,35,19,22,29,27,19,16,33,34,14,32,20,18,27,13,40,19,26,23,28,29,17,21,18,20,40,22,27,28,21,25,24,22,27,23,25,24,26,RNA
17,25,13,43,17,26,38,17,22,29,29,19,14,35,36,13,32,19,18,29,12,43,17,26,26,25,30,16,20,20,20,39,23,24,28,22,23,26,23,26,23,26,23,26,RNA
28,25,11,34,19,28,36,16,22,28,31,17,15,35,36,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
21,23,13,41,21,21,41,15,26,24,31,16,16,32,39,11,37,17,20,24,13,39,22,24,28,22,31,16,23,19,22,35,28,20,32,19,24,20,31,23,25,22,30,21,RNA
19,24,13,42,21,23,39,15,25,25,31,17,17,30,39,12,35,18,20,25,16,37,21,25,28,22,33,15,24,18,24,32,25,20,31,22,27,20,28,22,27,21,29,21,RNA
16,26,14,42,17,26,40,16,22,28,30,18,14,34,37,13,34,18,18,28,13,41,17,27,27,23,33,15,20,20,20,38,24,23,29,22,24,24,25,25,24,25,25,25,RNA
17,24,15,41,19,24,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,30,12,39,17,30,36,15,20,30,31,17,15,36,34,13,37,17,17,27,14,41,18,25,28,22,32,15,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
16,32,12,39,17,26,36,19,21,28,31,18,15,37,34,12,37,17,18,26,14,40,18,26,28,22,33,15,20,20,20,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
15,22,11,50,18,23,40,17,24,27,29,18,16,35,35,12,36,17,18,27,14,39,18,26,28,22,33,16,21,20,21,37,24,23,30,21,24,23,26,25,25,23,26,24,RNA
21,25,11,40,21,25,36,16,23,27,29,19,15,35,35,14,37,17,18,27,14,40,18,26,28,22,33,15,20,20,20,38,24,23,30,21,25,23,26,25,25,24,25,24,RNA
17,30,12,40,18,24,41,15,23,28,29,18,16,35,35,12,37,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,22,30,21,24,23,26,24,24,24,26,24,RNA
17,25,15,41,18,26,37,16,21,28,31,17,15,36,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,22,30,21,24,24,26,24,25,24,26,24,RNA
17,25,15,42,19,25,38,16,22,27,32,18,15,35,35,13,36,17,18,27,14,40,18,26,28,22,32,15,20,20,21,37,24,22,30,21,24,23,26,24,24,23,27,24,RNA
17,25,13,42,17,25,40,16,22,29,30,18,14,35,37,12,36,17,18,27,14,41,18,26,28,22,33,15,20,19,20,38,24,23,30,21,24,23,26,25,25,24,26,24,RNA
17,25,14,42,18,24,40,16,22,29,30,18,15,35,37,12,36,17,18,27,14,41,18,26,28,22,33,15,20,19,21,38,24,23,30,21,24,23,26,24,25,24,26,24,RNA
15,22,11,49,18,24,39,17,23,28,29,18,16,34,35,13,36,17,18,27,14,39,18,26,28,22,32,16,21,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
17,29,12,41,18,25,39,16,21,31,29,18,14,35,36,12,36,17,18,27,14,40,18,26,28,23,32,15,21,20,20,37,24,23,30,22,24,24,25,25,24,24,25,24,RNA
17,25,15,41,18,26,38,16,22,28,30,19,15,35,35,13,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,31,21,25,23,26,24,25,24,26,24,RNA
28,24,11,35,19,26,36,16,22,28,31,17,15,34,35,13,37,17,18,26,13,41,18,26,28,22,32,15,20,20,21,37,25,22,30,20,24,23,26,24,25,23,26,24,RNA
10,33,6,49,13,23,38,24,17,33,26,22,26,23,23,25,21,26,31,21,19,25,34,20,33,19,24,22,23,26,22,27,21,26,27,24,24,23,27,24,24,24,26,24,RNA
17,31,12,39,18,25,41,15,23,28,29,18,16,35,35,12,36,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,24,23,26,24,25,23,26,24,RNA
17,26,15,41,18,27,37,16,21,28,31,17,15,35,36,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,31,21,24,23,26,24,25,24,26,24,RNA
15,22,11,51,18,26,37,17,21,28,29,20,14,34,36,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
17,25,14,42,17,24,41,15,21,29,30,18,14,35,37,12,36,17,18,27,14,40,18,26,28,22,32,15,21,20,21,37,24,23,30,21,24,23,26,24,25,24,26,23,RNA
17,31,12,39,18,29,36,15,20,30,31,17,16,35,35,12,37,17,17,27,14,41,18,25,28,22,33,15,20,20,20,37,24,23,31,21,24,23,26,24,25,24,26,24,RNA
16,22,11,49,19,24,37,17,21,28,29,20,15,36,34,13,37,17,17,27,14,40,18,26,28,22,31,16,21,20,20,37,24,23,29,22,24,23,26,25,25,24,25,24,RNA
24,25,11,38,23,25,34,16,23,27,29,20,15,35,34,14,35,18,17,28,13,41,18,26,28,23,32,15,20,20,20,38,24,23,30,22,24,23,26,25,24,24,26,24,RNA
8,43,5,43,11,23,39,26,15,35,23,26,23,24,19,31,18,25,30,25,18,22,33,25,31,18,23,26,23,26,19,30,20,25,24,28,25,24,23,27,25,24,22,28,RNA
17,25,13,42,18,24,41,15,22,28,30,18,14,35,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,30,21,24,23,26,24,24,24,26,23,RNA
17,25,14,42,18,25,40,16,21,29,30,18,14,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,20,19,21,38,24,23,30,21,24,23,26,25,25,24,26,24,RNA
9,19,3,67,10,24,37,27,18,29,27,24,25,22,22,28,20,25,33,21,19,24,32,23,33,17,23,25,24,25,21,29,22,25,24,26,25,22,25,26,26,23,23,25,RNA
17,30,11,40,18,24,41,15,23,28,29,17,16,34,36,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,28,12,41,18,25,40,15,21,31,29,17,14,35,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
8,35,5,50,10,23,35,29,14,34,22,28,23,24,18,33,17,26,29,26,18,23,31,26,31,18,22,28,22,27,19,30,19,27,23,29,24,24,21,29,23,25,21,29,RNA
15,22,11,50,18,24,40,17,23,28,29,18,16,35,35,13,36,17,18,27,14,39,18,27,28,22,32,16,21,19,21,37,24,23,30,21,25,23,25,25,25,24,25,24,RNA
16,32,12,38,17,26,36,19,21,28,30,18,15,37,33,13,37,17,17,27,14,40,18,25,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
18,25,13,41,17,25,40,15,21,29,31,18,14,35,38,12,35,17,17,29,15,40,17,26,23,24,34,17,20,21,24,33,23,25,32,18,23,21,28,27,25,23,29,22,RNA
15,22,11,49,20,24,37,17,22,27,28,20,15,36,34,13,37,17,18,27,15,39,18,26,28,22,32,16,21,19,20,38,24,22,30,21,25,23,26,25,25,24,25,24,RNA
17,25,15,41,18,26,38,16,21,28,32,17,15,36,36,12,36,17,18,27,14,40,18,26,28,22,33,16,21,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
22,25,11,40,22,25,36,16,23,28,28,19,15,34,35,14,37,17,17,27,14,41,18,26,28,22,32,15,21,19,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
26,24,11,37,19,27,37,16,22,28,31,17,15,34,36,13,37,17,17,27,14,40,18,25,28,22,32,15,21,19,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
16,22,13,47,18,25,37,18,23,26,29,21,15,36,35,12,32,19,17,30,11,43,18,26,26,26,27,19,20,21,19,38,25,24,27,22,21,23,28,26,21,26,26,25,RNA
28,24,11,35,20,26,37,15,23,27,31,17,16,33,37,12,38,16,18,26,14,40,19,25,29,21,33,15,21,19,21,36,25,21,31,20,25,22,27,23,26,22,27,23,RNA
16,31,12,39,18,30,35,15,21,29,31,17,16,35,34,13,36,17,18,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,24,25,24,25,24,RNA
23,25,11,39,22,26,34,16,22,28,28,19,15,35,34,14,36,17,17,28,14,41,18,26,28,23,32,15,20,20,20,38,24,23,30,21,24,24,26,25,24,24,25,24,RNA
17,29,11,41,18,26,39,15,21,30,29,18,14,36,37,12,36,17,18,27,14,40,18,26,28,22,32,15,20,20,21,37,24,23,30,21,24,23,26,25,25,24,26,24,RNA
15,22,11,49,20,24,37,17,22,27,29,20,15,36,34,13,37,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,23,30,21,24,23,26,25,25,24,25,24,RNA
16,33,11,37,18,25,36,19,22,28,30,18,15,37,34,13,37,17,18,26,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,20,25,23,26,24,25,23,26,24,RNA
17,25,14,41,18,26,38,16,22,28,30,18,15,34,36,13,37,16,18,27,14,40,18,26,28,21,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
23,25,11,38,22,25,35,16,23,28,29,19,15,34,35,14,36,17,17,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,25,24,26,24,RNA
16,22,11,49,20,24,36,17,22,27,29,20,15,35,34,13,36,17,18,27,14,39,18,26,28,22,32,16,20,20,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,23,12,47,22,25,36,16,23,27,29,20,18,30,38,11,36,16,20,26,15,43,16,23,24,23,36,15,24,17,21,36,22,25,29,22,27,21,26,24,26,24,24,24,RNA
17,25,14,41,19,24,38,16,22,28,31,18,15,35,36,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,23,30,21,25,24,26,24,25,24,26,24,RNA
22,25,11,39,22,25,35,16,23,27,29,19,15,35,35,14,36,17,18,28,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,30,11,40,18,24,41,14,25,27,29,17,15,33,39,12,37,17,19,26,14,39,19,27,28,22,34,15,21,19,22,36,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,25,15,41,16,25,42,15,22,28,30,18,14,34,37,12,35,17,18,28,14,41,18,26,28,23,33,15,20,20,21,38,24,23,30,21,24,24,26,25,24,24,25,24,RNA
17,31,11,39,18,29,36,15,21,29,31,17,16,35,35,12,37,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,24,23,26,24,25,24,25,24,RNA
25,24,13,37,20,26,35,18,21,29,32,15,14,37,31,15,37,18,17,26,17,38,18,25,27,24,31,16,19,24,20,35,28,24,27,20,21,28,25,24,24,26,24,24,RNA
17,25,15,41,16,24,42,15,21,29,30,18,14,34,37,12,36,17,18,27,14,40,18,26,28,23,32,16,20,20,20,38,24,23,30,21,24,24,26,24,24,24,25,24,RNA
15,22,11,51,18,24,39,17,22,28,29,18,16,35,34,13,36,17,17,27,14,40,18,26,28,23,32,16,20,20,20,37,24,23,30,21,25,23,26,24,24,24,26,24,RNA
22,24,12,40,21,25,35,17,24,28,28,18,15,34,34,15,36,17,17,28,13,41,18,26,29,22,32,15,21,20,21,36,24,24,29,21,26,23,25,24,25,24,25,24,RNA
16,31,12,39,18,25,37,19,22,27,31,18,15,37,34,12,37,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,31,21,25,23,26,24,25,23,26,24,RNA
19,24,15,40,20,24,40,15,23,26,31,18,16,32,38,12,38,16,19,25,14,39,19,25,29,20,34,15,22,19,22,36,26,21,32,20,26,22,27,23,26,22,28,22,RNA
16,32,11,39,17,26,36,19,21,28,31,18,15,37,34,12,37,17,18,26,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
16,31,11,40,17,25,40,15,23,28,29,18,15,34,37,12,36,17,18,27,14,40,18,26,27,23,32,15,21,20,21,37,24,23,30,21,24,24,26,24,24,24,26,24,RNA
15,22,11,49,20,24,37,17,22,27,29,20,15,35,35,13,36,17,18,27,14,39,18,26,28,22,33,16,21,20,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
10,34,6,48,12,23,38,24,16,33,26,22,25,24,24,25,20,26,31,21,20,25,33,20,32,19,25,23,23,26,21,28,20,26,27,25,24,24,26,24,23,25,26,24,RNA
18,25,15,41,19,25,38,15,22,27,32,17,15,35,37,12,36,17,19,26,13,40,19,26,28,22,33,15,21,19,21,36,25,22,31,20,25,22,27,24,25,23,27,23,RNA
16,22,11,49,20,23,38,17,22,27,29,20,15,35,35,13,37,17,18,26,14,39,18,26,28,22,33,16,21,19,21,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
16,31,12,39,18,30,35,15,21,29,31,17,15,36,34,13,35,18,17,28,13,41,18,26,27,23,32,15,20,20,20,37,24,23,30,21,24,24,26,25,24,24,26,24,RNA
17,24,15,42,19,24,38,16,22,27,31,18,15,35,36,12,37,17,18,27,14,40,18,26,28,22,32,16,20,20,21,37,25,22,30,21,24,23,26,24,25,24,27,23,RNA
23,25,11,39,22,25,35,16,23,27,29,19,15,34,35,14,38,17,17,26,14,40,18,26,29,21,33,15,20,20,20,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
16,30,12,40,18,25,40,15,23,28,30,17,16,34,35,12,36,17,18,27,14,40,18,26,28,22,32,15,21,20,21,37,25,22,30,21,25,23,27,24,25,23,27,23,RNA
17,25,15,41,17,23,43,15,23,28,30,17,14,33,38,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,31,11,39,18,25,41,15,24,28,29,17,15,34,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,29,11,41,18,25,40,15,21,31,28,17,14,35,36,12,36,17,18,26,14,40,18,26,28,22,33,15,20,19,21,38,23,23,31,21,25,24,25,24,25,24,25,24,RNA
17,25,15,41,19,25,38,16,21,28,31,18,15,35,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,25,14,42,17,25,41,15,22,28,30,18,14,34,37,12,35,17,18,27,13,41,18,26,27,23,32,15,20,20,20,38,24,23,30,21,24,24,25,25,24,24,25,25,RNA
17,30,12,40,18,24,41,15,23,28,29,17,16,35,35,12,36,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,25,22,30,21,24,23,27,24,24,24,26,24,RNA
10,33,7,48,13,23,37,25,18,32,26,23,26,23,23,25,20,26,30,22,20,25,32,21,32,19,24,23,22,27,21,29,20,27,26,25,24,24,26,24,23,25,26,25,RNA
17,25,15,41,18,26,38,15,22,28,31,17,15,36,36,12,36,17,18,27,13,41,18,26,28,22,33,15,21,19,21,37,25,22,30,21,25,23,26,24,25,24,26,23,RNA
14,22,11,51,18,27,36,17,21,28,29,20,14,34,37,13,36,17,18,27,14,40,18,26,27,22,32,16,20,20,21,37,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,25,14,41,18,27,37,16,20,29,31,17,14,36,35,12,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
8,52,6,32,13,24,42,19,16,36,24,21,26,25,23,24,21,24,34,19,20,22,36,19,35,18,26,20,26,24,23,25,23,23,28,23,25,23,28,23,25,24,27,22,RNA
18,29,12,38,19,27,38,14,23,27,32,16,17,33,37,11,37,16,19,26,14,39,19,25,29,21,34,14,22,19,22,35,25,21,32,20,26,22,27,23,26,22,27,22,RNA
17,25,14,42,18,24,40,15,21,28,30,18,14,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
22,25,12,39,21,25,36,16,22,28,29,19,15,35,34,14,37,17,17,27,14,41,18,26,29,22,32,16,20,20,20,38,24,23,29,21,24,24,26,25,24,24,26,24,RNA
15,22,11,50,18,23,40,17,24,27,29,18,16,34,36,13,37,17,18,27,14,39,18,27,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
18,21,15,44,21,22,38,17,24,24,31,19,16,35,36,11,35,17,18,28,12,41,20,25,27,23,30,18,21,20,20,37,27,22,29,20,23,22,28,25,24,23,28,23,RNA
17,25,15,41,18,26,38,16,21,28,32,17,15,36,36,12,37,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,25,22,30,21,25,23,26,24,25,23,27,23,RNA
17,31,12,39,18,29,36,15,21,29,31,17,16,35,35,13,37,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,29,12,41,18,25,40,15,22,30,28,17,14,35,37,12,37,17,18,26,14,40,18,26,28,22,33,16,21,20,21,37,24,23,30,21,25,23,26,24,25,24,25,24,RNA
22,25,11,39,22,24,36,15,23,27,29,19,15,34,35,14,37,17,18,26,14,40,18,26,29,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,25,15,42,19,25,38,16,21,28,31,18,15,36,35,12,37,17,17,27,14,40,18,25,28,22,32,16,21,20,20,37,24,23,30,21,24,23,26,24,25,24,26,23,RNA
17,30,12,39,18,24,41,15,24,28,29,17,16,34,36,12,37,17,18,26,14,40,18,26,28,22,32,15,21,19,21,37,25,22,31,21,25,23,26,24,25,24,26,23,RNA
15,21,11,51,18,23,40,17,23,27,29,19,16,34,35,13,37,17,18,27,14,39,18,26,28,22,32,16,21,20,20,37,25,22,30,21,25,23,26,24,25,23,26,24,RNA
28,24,11,35,19,27,36,16,22,28,31,17,15,35,35,13,37,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,25,23,26,24,RNA
16,32,11,39,18,26,36,19,21,28,31,18,15,37,34,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,31,21,24,23,25,25,25,24,26,24,RNA
25,25,11,37,19,27,36,16,22,28,30,17,15,35,35,13,37,17,18,27,13,41,18,26,28,22,32,15,21,20,20,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,32,11,38,17,30,36,15,21,30,31,17,16,36,34,13,36,17,17,27,14,41,17,26,28,22,32,15,20,20,20,38,24,23,31,21,24,23,26,25,25,24,25,24,RNA
15,22,11,50,18,24,39,17,23,28,29,18,15,35,35,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
14,23,10,51,17,29,34,18,20,30,28,21,13,37,35,14,34,18,17,29,13,41,17,27,27,24,31,16,19,21,19,39,23,24,29,22,23,25,24,26,23,25,24,26,RNA
